*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.7.5.007 -  JAN 21, 2026 10:11:01
!              |---------------------------------- Cumulative ---------------------------------|---------------------------------- Daily --------------------------------------|
!               N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   N2OEC    N2EC    NOEC   CO2TC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC   N2OED    N2ED    NOED   CO2TD    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
 2015 190    43    0.03    0.64    0.01     224    2.77    84.0   0.027   0.084   2.741   0.034     1.6    41.9     0.6    4631     0.0    1418    0.00    1.42    0.00    1.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    981.     38.     96.     74.     55.     44.     43.     43.     43.     1.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.8     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 191    44    0.04    0.70    0.01     229    2.77    86.4   0.027   0.087   2.741   0.036     2.6    63.1     0.9    4460     0.0    2380    0.00    2.38    0.00    2.07     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1901.    108.     86.     67.     51.     42.     41.     41.     42.     1.9     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.7     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 192    45    0.04    0.71    0.01     233    2.77    87.0   0.027   0.087   2.741   0.036     0.1     3.2     0.0    4381     0.0     572    0.00    0.57    0.00    0.22     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    368.     18.     17.     11.     15.     16.     42.     42.     42.     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 193    46    0.04    0.72    0.01     238    2.77    87.8   0.027   0.088   2.741   0.037     0.7    17.0     0.3    4598     0.0     809    0.00    0.81    0.00    0.28     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    537.     30.     27.     18.     19.     47.     43.     43.     43.     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 194    47    0.04    0.76    0.01     243    2.77    88.7   0.027   0.089   2.741   0.037     1.6    37.2     0.6    4843     0.0     960    0.00    0.96    0.00    0.34     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    644.     40.     38.     25.     23.     50.     46.     46.     46.     0.6     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 195    48    0.04    0.76    0.01     248    2.77    89.3   0.027   0.090   2.741   0.037     0.1     3.2     0.0    5144     0.0     574    0.00    0.57    0.00    0.11     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    353.     26.     24.     17.     13.     16.     20.     53.     52.     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 196    49    0.04    0.78    0.01     253    3.07    90.1   0.030   0.091   3.043   0.038     0.7    17.8     0.3    5528   304.4     810    3.00    0.81  301.37    0.71    75.7    51.5    58.6    58.1    60.4     0.0     0.0     0.0     0.0    522.     42.     41.     28.     21.     22.     23.     55.     55.     1.3     0.5     0.6     0.6     0.6     0.0     0.0     0.1     0.1    74.9    51.0    58.0    57.6    59.9     0.0     0.0     0.0     0.0     0.3     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0
 2015 197    50    0.04    0.82    0.01     259    3.20    91.1   0.032   0.092   3.172   0.039     1.7    41.2     0.6    5560   130.5     947    1.41    0.95  129.11    0.58    28.6    13.5    24.7    29.3    34.4     0.0     0.0     0.0     0.0    574.     53.     53.     36.     28.     26.     66.     55.     55.     0.9     0.2     0.3     0.3     0.4     0.0     0.1     0.1     0.1    28.3    13.4    24.4    29.0    34.1     0.0     0.0     0.0     0.0     0.3     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0
 2015 198    51    0.04    0.88    0.01     264    3.24    92.6   0.032   0.093   3.205   0.039     2.5    60.9     0.9    5493    34.0    1566    0.37    1.57   33.64    0.62     0.0     0.0     4.8    11.7    17.5     0.0     0.0     0.0     0.0   1072.    161.     60.     41.     33.     28.     63.     54.     54.     1.1     0.2     0.1     0.2     0.2     0.0     0.1     0.1     0.1     0.0     0.0     4.7    11.6    17.3     0.0     0.0     0.0     0.0     0.4     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0
 2015 199    52    0.04    0.89    0.01     270    3.42    93.1   0.034   0.094   3.386   0.040     0.1     2.7     0.0    5326   182.4     496    1.69    0.50  180.75    0.40     0.0     0.0   101.4    52.4    23.1     5.5     0.0     0.0     0.0    185.     25.     28.     31.     32.     29.     60.     53.     53.     0.2     0.0     0.9     0.5     0.3     0.1     0.1     0.1     0.1     0.0     0.0   100.5    51.9    22.9     5.4     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0
 2015 200    53    0.04    0.90    0.01     275    3.51    93.7   0.035   0.094   3.475   0.040     0.6    15.4     0.2    5273    90.1     584    0.92    0.58   89.15    0.32     0.0     0.0    52.6    26.3    10.4     0.8     0.0     0.0     0.0    247.     38.     41.     37.     34.     30.     56.     50.     50.     0.2     0.0     0.6     0.3     0.1     0.0     0.1     0.1     0.1     0.0     0.0    52.0    26.0    10.3     0.8     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 201    54    0.04    0.94    0.01     280    3.55    94.4   0.035   0.095   3.511   0.040     1.5    35.1     0.5    5138    36.1     664    0.40    0.66   35.75    0.27     0.0     0.0    22.9    11.0     2.3     0.0     0.0     0.0     0.0    262.     46.     51.     40.     36.     78.     54.     49.     49.     0.3     0.0     0.3     0.2     0.1     0.1     0.1     0.0     0.0     0.0     0.0    22.7    10.8     2.2     0.0     0.0     0.0     0.0     0.1     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 202    55    0.05    0.99    0.01     285    3.55    95.5   0.035   0.096   3.514   0.040     2.3    56.4     0.8    5098     2.8    1141    0.03    1.14    2.78    0.38     0.0     0.0     2.8     0.0     0.0     0.0     0.0     0.0     0.0    507.    143.     59.    114.     96.     73.     52.     48.     48.     0.5     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     2.8     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 203    56    0.05    1.05    0.02     290    3.55    96.6   0.035   0.097   3.514   0.041     2.3    54.2     0.8    5121     0.0    1081    0.00    1.08    0.00    0.35     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    396.    133.    138.    105.     89.     70.     52.     49.     49.     0.4     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 204    57    0.05    1.10    0.02     295    3.55    97.6   0.035   0.098   3.514   0.041     2.2    52.2     0.7    5216     0.0     988    0.00    0.99    0.00    0.31     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    324.    126.    131.    100.     85.     69.     53.     50.     50.     0.3     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 205    58    0.05    1.10    0.02     301    3.55    98.0   0.035   0.098   3.514   0.041     0.1     1.7     0.0    5233     0.0     390    0.00    0.39    0.00    0.10     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     57.     21.     25.     28.     32.     69.     55.     52.     52.     0.1     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 206    59    0.05    1.11    0.02     306    3.55    98.5   0.035   0.099   3.514   0.041     0.5    12.8     0.2    5478     0.0     523    0.00    0.52    0.00    0.13     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     90.     37.     42.     36.     89.     68.     56.     53.     53.     0.1     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 207    60    0.05    1.14    0.02     312    3.55    99.0   0.035   0.100   3.514   0.042     1.3    30.4     0.4    5495     0.0     552    0.00    0.55    0.00    0.15     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     99.     47.     54.     41.     84.     66.     56.     53.     53.     0.1     0.0     0.1     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 208    61    0.06    1.19    0.02     317    3.55    99.9   0.035   0.100   3.514   0.042     2.0    48.8     0.7    5559     0.0     831    0.00    0.83    0.00    0.25     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    194.    149.     63.    115.     80.     65.     56.     54.     54.     0.2     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 209    62    0.06    1.24    0.02     323    3.55   100.7   0.035   0.101   3.514   0.042     1.9    47.0     0.7    5606     0.0     856    0.00    0.86    0.00    0.26     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    155.    138.    151.    107.     77.     64.     56.     55.     54.     0.2     0.1     0.2     0.1     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 210    63    0.06    1.24    0.02     328    3.55   101.1   0.035   0.102   3.514   0.042     0.1     1.4     0.0    5370     0.0     335    0.00    0.33    0.00    0.08     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     24.     20.     25.     16.     25.     61.     55.     54.     54.     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 211    64    0.06    1.25    0.02     334    3.55   101.5   0.035   0.102   3.514   0.042     0.5    10.9     0.2    5630     0.0     401    0.00    0.40    0.00    0.10     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     40.     36.     43.     27.     29.     61.     56.     55.     54.     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 212    65    0.06    1.28    0.02     339    3.55   102.0   0.035   0.102   3.514   0.042     1.1    27.3     0.4    5655     0.0     496    0.00    0.50    0.00    0.13     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     47.     47.     57.     36.     84.     60.     56.     55.     54.     0.0     0.0     0.1     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 213    66    0.06    1.32    0.02     345    3.55   102.6   0.035   0.103   3.514   0.043     1.8    44.2     0.6    5649     0.0     657    0.00    0.66    0.00    0.19     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     96.    149.     66.     43.     79.     59.     56.     55.     54.     0.1     0.1     0.1     0.0     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 214    67    0.06    1.33    0.02     351    3.69   103.0   0.037   0.103   3.655   0.043     0.1     1.9     0.0    5503   142.2     341    1.26    0.34  140.97    0.28     0.0     0.0    71.6    70.6     0.0     0.0     0.0     0.0     0.0     16.     24.     31.     24.     27.     58.     55.     54.     54.     0.0     0.0     0.7     0.7     0.0     0.1     0.1     0.1     0.1     0.0     0.0    71.0    70.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 215    68    0.06    1.34    0.02     356    3.76   103.4   0.037   0.104   3.728   0.043     0.5    11.7     0.2    5648    73.6     398    0.73    0.40   72.84    0.24     0.0     0.0    36.8    36.8     0.0     0.0     0.0     0.0     0.0     23.     39.     49.     36.     31.     57.     55.     54.     54.     0.0     0.0     0.4     0.4     0.0     0.1     0.1     0.1     0.1     0.0     0.0    36.4    36.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 216    69    0.06    1.36    0.02     362    3.80   103.8   0.038   0.104   3.759   0.043     1.1    26.4     0.4    5605    32.0     477    0.35    0.48   31.69    0.21     0.0     0.0    15.4    16.7     0.0     0.0     0.0     0.0     0.0     24.     48.     61.     43.     84.     56.     54.     53.     53.     0.0     0.0     0.2     0.2     0.1     0.1     0.1     0.1     0.1     0.0     0.0    15.2    16.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0
 2015 217    70    0.06    1.37    0.02     367    3.94   104.1   0.039   0.105   3.897   0.044     0.1     2.2     0.0    5474   138.7     295    1.20    0.29  137.45    0.25     0.0     0.0    61.7    77.0     0.0     0.0     0.0     0.0     0.0     11.     27.     33.     23.     19.     21.     54.     54.     53.     0.0     0.0     0.6     0.7     0.0     0.0     0.1     0.1     0.1     0.0     0.0    61.1    76.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 218    71    0.06    1.38    0.02     373    4.05   104.5   0.040   0.105   4.007   0.044     0.5    12.4     0.2    5642   111.6     396    1.11    0.40  110.48    0.30    19.6    19.1    31.7    41.3     0.0     0.0     0.0     0.0     0.0     15.     44.     51.     36.     27.     62.     54.     54.     53.     0.2     0.2     0.4     0.4     0.0     0.1     0.1     0.1     0.1    19.4    18.9    31.3    40.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 219    72    0.06    1.41    0.02     379    4.09   105.0   0.040   0.105   4.054   0.044     1.1    27.0     0.4    5686    47.1     440    0.51    0.44   46.54    0.24     8.4     5.4    13.6    19.7     0.0     0.0     0.0     0.0     0.0     18.     55.     63.     47.     33.     61.     55.     54.     54.     0.1     0.1     0.2     0.3     0.0     0.1     0.1     0.1     0.1     8.3     5.3    13.5    19.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 220    73    0.07    1.45    0.02     384    4.10   105.5   0.041   0.106   4.063   0.044     1.6    40.5     0.5    5752     9.7     589    0.11    0.59    9.56    0.20     0.7     0.0     2.8     6.1     0.0     0.0     0.0     0.0     0.0     20.    176.     73.     54.     38.     61.     56.     55.     55.     0.0     0.2     0.1     0.1     0.0     0.1     0.1     0.1     0.1     0.7     0.0     2.7     6.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2015 221    74    0.07    1.45    0.02     390    4.29   105.9   0.042   0.106   4.249   0.045     0.1     1.5     0.0    5649   186.9     363    1.67    0.36  185.19    0.36    35.4     0.0    61.1    70.4    19.9     0.0     0.0     0.0     0.0      8.     27.     34.     29.     35.     61.     57.     56.     56.     0.3     0.0     0.6     0.6     0.2     0.1     0.1     0.1     0.1    35.1     0.0    60.6    69.8    19.7     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0
 2015 222    75    0.07    1.46    0.02     396    4.39   106.3   0.043   0.107   4.350   0.045     0.3     9.2     0.1    5936   102.9     430    1.02    0.43  101.83    0.29    22.4     0.0    35.0    39.4     6.0     0.0     0.0     0.0     0.0     13.     44.     54.     44.     42.     62.     58.     57.     57.     0.2     0.0     0.4     0.4     0.1     0.1     0.1     0.1     0.1    22.2     0.0    34.6    39.1     5.9     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 223    76    0.07    1.48    0.02     402    4.45   106.9   0.044   0.107   4.401   0.045     0.8    20.9     0.3    5996    51.4     552    0.56    0.55   50.88    0.27    13.1     0.0    18.4    19.9     0.0     0.0     0.0     0.0     0.0     16.     57.     69.     55.    117.     62.     59.     58.     58.     0.2     0.1     0.3     0.3     0.1     0.1     0.1     0.1     0.1    13.0     0.0    18.2    19.7     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 2015 224    77    0.07    1.48    0.02     408    4.61   107.2   0.045   0.108   4.568   0.045     0.0     1.2     0.0    5677   168.2     310    1.44    0.31  166.80    0.29    33.8     0.0    59.6    74.9     0.0     0.0     0.0     0.0     0.0      8.     29.     35.     28.     19.     21.     57.     57.     57.     0.3     0.0     0.5     0.7     0.0     0.0     0.1     0.1     0.1    33.5     0.0    59.0    74.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.0     0.0     0.0     0.0     0.0
