*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
!              |---------------------------------- Cumulative ---------------------------------|---------------------------------- Daily --------------------------------------|
!               N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit     CO2   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   N2OEC    N2EC    NOEC   CO2TC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC   N2OED    N2ED    NOED   CO2TD    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
 2016 183    30    0.11    0.64    0.02     218    3.65    35.6   0.482   0.036   3.168   0.121     1.1     7.8     0.2    6699   273.1    2321   68.68    2.32  204.45   11.85   140.0   133.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0   2057.     21.     25.     21.     40.     40.     40.     40.     38.    37.8    32.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0   104.2   100.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     5.9     5.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2016 184    31    0.12    0.68    0.02     224    3.81    39.4   0.523   0.040   3.286   0.131     6.0    40.4     1.3    6867   158.2    3759   40.58    3.76  117.58   10.19    89.7    68.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0   3452.     35.     30.     43.     40.     40.     40.     40.     38.    28.0    16.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    65.1    52.5     0.0     0.0     0.0     0.0     0.0     0.0     0.0     6.0     4.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2016 185    32    0.13    0.76    0.03     231    3.90    43.8   0.548   0.044   3.351   0.140    13.1    82.9     2.9    6889    89.8    4388   25.06    4.39   64.73    9.40    57.9    31.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0   4066.     46.     33.     43.     40.     40.     40.     40.     39.    22.1     7.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0    39.9    24.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     6.8     2.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2016 186    33    0.13    0.77    0.03     238    4.19    45.9   0.555   0.046   3.631   0.142     1.5    10.4     0.3    6791   287.2    2120    6.89    2.12  280.36    1.59   168.4   118.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0   1903.     25.     14.     14.     20.     22.     41.     41.     39.     5.6     3.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0   164.8   115.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.9     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2016 187    34    0.14    0.82    0.03     245    4.43    49.1   0.575   0.049   3.853   0.148     6.7    46.5     1.5    6970   243.3    3187   20.98    3.19  222.32    6.31   105.4    63.3    74.6     0.0     0.0     0.0     0.0     0.0     0.0   2917.     38.     24.     19.     23.     44.     41.     41.     40.     5.2     1.6    17.1     0.0     0.0     0.0     0.0     0.0     0.0   103.1    61.7    57.5     0.0     0.0     0.0     0.0     0.0     0.0     1.1     0.4     4.6     0.0     0.0     0.0     0.0     0.0     0.0
 2016 188    35    0.15    0.91    0.03     252    4.56    52.8   0.591   0.053   3.967   0.155    13.9    96.8     3.1    7045   129.9    3722   15.92    3.72  113.99    7.05    60.9    28.3    40.7     0.0     0.0     0.0     0.0     0.0     0.0   3428.     45.     32.     24.     26.     44.     41.     41.     40.     4.6     5.9     8.8     0.0     0.0     0.0     0.0     0.0     0.0    59.7    22.4    31.9     0.0     0.0     0.0     0.0     0.0     0.0     1.5     2.1     3.4     0.0     0.0     0.0     0.0     0.0     0.0
 2016 189    36    0.17    1.06    0.04     259    4.61    56.6   0.605   0.057   4.003   0.164    21.5   144.2     4.9    7070    49.5    3848   13.71    3.85   35.80    8.19    24.3     6.1    19.1     0.0     0.0     0.0     0.0     0.0     0.0   3514.     52.     37.     28.     50.     44.     42.     42.     41.    12.1     1.2     4.0     0.0     0.1     0.0     0.0     0.0     0.0    15.7     4.9    15.2     0.0     0.0     0.0     0.0     0.0     0.0     5.4     0.6     2.0     0.0     0.0     0.0     0.0     0.0     0.0
 2016 190    37    0.17    1.07    0.04     266    5.13    58.3   0.746   0.059   4.388   0.190     1.9    11.2     0.4    6990   525.1    1637  140.47    1.64  384.63   26.77   195.3   123.1   127.5    79.2     0.0     0.0     0.0     0.0     0.0   1401.     24.     17.     20.     25.     24.     42.     42.     41.    64.4    28.7    30.0    18.7     0.0     0.0     0.0     0.0     0.0   132.3    94.3    97.4    60.6     0.0     0.0     0.0     0.0     0.0    10.3     5.2     5.7     5.5     0.0     0.0     0.0     0.0     0.0
 2016 191    38    0.18    1.12    0.04     273    5.43    60.7   0.823   0.061   4.606   0.211     9.2    51.0     2.0    7200   295.6    2451   77.09    2.45  218.46   20.82   113.4    63.7    72.8    45.6     0.0     0.0     0.0     0.0     0.0   2155.     39.     29.     26.     28.     47.     43.     42.     42.    38.8    14.1    16.1    10.3     0.0     0.0     0.0     0.0     0.0    76.8    49.6    56.7    35.3     0.0     0.0     0.0     0.0     0.0     8.6     3.6     4.4     4.0     0.0     0.0     0.0     0.0     0.0
 2016 192    39    0.20    1.23    0.04     281    5.58    63.6   0.861   0.064   4.715   0.226    20.0   107.4     4.5    7364   146.7    2878   37.84    2.88  108.90   15.17    57.9    25.8    38.7    24.3     0.0     0.0     0.0     0.0     0.0   2547.     51.     38.     32.     31.     48.     44.     44.     43.    21.7     5.4     8.1     5.3     0.0     0.0     0.0     0.0     0.0    38.8    20.5    30.6    19.1     0.0     0.0     0.0     0.0     0.0     7.2     2.0     3.2     2.7     0.0     0.0     0.0     0.0     0.0
 2016 193    40    0.21    1.24    0.04     288    6.15    65.0   0.956   0.065   5.189   0.245     2.3    13.0     0.5    7322   570.1    1424   95.87    1.42  474.19   18.76   175.7   124.7   130.4   139.3     0.0     0.0     0.0     0.0     0.0   1192.     28.     21.     15.     27.     26.     25.     45.     44.     5.1    28.5    30.2    33.4     0.0     0.0     0.0     0.0     0.0   171.8    96.2   100.3   105.9     0.0     0.0     0.0     0.0     0.0     0.8     5.2     5.8     6.9     0.0     0.0     0.0     0.0     0.0
 2016 194    41    0.22    1.30    0.05     296    6.49    67.2   1.013   0.068   5.481   0.263    10.1    58.8     2.3    7682   348.6    2134   57.00    2.13  291.61   17.53    99.9    62.9    74.3    84.6    27.0     0.0     0.0     0.0     0.0   1827.     44.     35.     25.     32.     29.     50.     46.     45.     4.1    13.4    16.1    19.2     6.1     0.0     0.0     0.0     0.0    97.6    49.5    58.2    65.5    20.9     0.0     0.0     0.0     0.0     0.9     3.5     4.4     5.5     3.1     0.0     0.0     0.0     0.0
 2016 195    42    0.24    1.42    0.05     304    6.66    69.6   1.051   0.070   5.608   0.279    22.2   126.5     5.1    7790   164.4    2403   37.71    2.40  126.66   15.83    43.9    21.1    36.8    48.4    14.2     0.0     0.0     0.0     0.0   2055.     57.     46.     34.     36.     32.     50.     47.     46.    14.7     4.2     7.4    10.5     3.2     0.0     0.1     0.0     0.0    31.2    17.0    29.4    38.0    11.1     0.0     0.0     0.0     0.0     5.2     1.6     3.0     4.1     1.9     0.0     0.0     0.0     0.0
 2016 196    43    0.27    1.61    0.06     311    6.71    75.7   1.063   0.076   5.651   0.288    33.3   185.1     7.8    7855    54.8    6183   11.90    6.18   42.90    9.55     7.4     0.0    15.0    26.1     6.3     0.0     0.0     0.0     0.0   5745.    129.     53.     40.     39.     34.     50.     47.     46.     8.0     0.1     2.9     5.5     1.4     0.0     0.0     0.0     0.0     5.2     0.0    12.2    20.6     4.9     0.0     0.0     0.0     0.0     4.1     0.1     1.6     2.7     0.9     0.0     0.0     0.0     0.0
 2016 197    44    0.27    1.62    0.06     319    7.14    78.1   1.175   0.079   5.965   0.312     2.8    14.1     0.6    7725   425.9    2360  111.89    2.36  314.00   24.40   201.8     0.0   126.3    67.8    23.4     6.6     0.0     0.0     0.0   2065.     27.     24.     31.     36.     34.     49.     47.     46.    65.0     0.0    27.6    14.7     5.2     1.6     0.0     0.0     0.0   138.8     0.0    98.7    53.1    18.3     5.1     0.0     0.0     0.0    10.5     0.0     5.3     4.8     2.7     1.0     0.0     0.0     0.0
 2016 198    45    0.29    1.69    0.06     327    7.37    81.3   1.234   0.082   6.135   0.331    13.4    65.2     3.0    7880   230.1    3193   59.16    3.19  170.90   18.33   109.6     0.0    67.9    36.5    11.8     4.3     0.0     0.0     0.0   2851.     48.     39.     39.     39.     36.     49.     47.     46.    37.3     0.0    13.8     7.5     2.6     1.0     0.0     0.0     0.0    75.1     0.0    54.2    29.0     9.3     3.3     0.0     0.0     0.0     8.8     0.0     3.9     3.2     1.5     0.7     0.0     0.0     0.0
 2016 199    46    0.32    1.83    0.07     335    7.47    84.6   1.259   0.085   6.210   0.343    28.9   137.8     6.7    7845   100.1    3320   25.39    3.32   74.67   12.15    44.9     0.0    32.1    16.7     4.1     2.2     0.0     0.0     0.0   2948.     60.     51.     43.     41.     37.     48.     46.     46.    17.6     0.1     6.1     3.3     0.9     0.5     0.0     0.0     0.0    30.2     0.0    26.1    13.4     3.3     1.7     0.0     0.0     0.0     6.7     0.0     2.6     1.8     0.6     0.4     0.0     0.0     0.0
 2016 200    47    0.36    2.02    0.08     343    7.49    87.6   1.264   0.088   6.227   0.347    41.1   194.4     9.7    7645    21.5    2989    4.37    2.99   17.11    4.26     2.5     0.0    12.1     5.3     1.0     0.5     0.0     0.0     0.0   2554.    123.     55.     45.     41.     36.     46.     45.     44.     3.4     0.1     2.2     1.1     0.2     0.2     0.0     0.0     0.0     1.6     0.0    10.0     4.3     0.8     0.4     0.0     0.0     0.0     1.9     0.1     1.3     0.7     0.2     0.1     0.0     0.0     0.0
 2016 201    48    0.40    2.21    0.09     350    7.49    91.4   1.264   0.092   6.227   0.349    40.2   188.2     9.6    7499     0.0    3820    0.00    3.82    0.00    2.21     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0   3271.    107.     91.     82.     72.     66.     44.     43.     43.     3.3     0.1     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     1.8     0.1     0.1     0.1     0.1     0.0     0.0     0.0     0.0
 2016 202    49    0.40    2.22    0.09     357    7.49    92.3   1.264   0.093   6.227   0.350     2.7    12.7     0.6    7349     0.0     913    0.00    0.91    0.00    0.27     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    625.     23.     30.     36.     36.     34.     44.     43.     43.     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2016 203    50    0.41    2.28    0.09     365    7.49    93.5   1.264   0.094   6.227   0.350    12.1    56.5     2.9    7318     0.0    1172    0.00    1.17    0.00    0.40     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    832.     36.     40.     40.     36.     61.     43.     42.     42.     0.8     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2016 204    51    0.44    2.40    0.10     372    7.49    94.7   1.264   0.095   6.227   0.351    25.1   116.4     6.0    7215     0.0    1234    0.00    1.23    0.00    0.58     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    818.     45.     47.     76.     66.     57.     42.     41.     41.     0.8     0.0     0.0     0.1     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0
 2016 205    52    0.44    2.41    0.10     379    7.49    95.4   1.264   0.096   6.227   0.351     2.7    12.3     0.6    7215     0.0     614    0.00    0.61    0.00    0.20     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0    352.     25.     23.     25.     32.     30.     43.     42.     42.     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 2016 206    53    0.45    2.46    0.10     387    7.67    96.1   1.298   0.097   6.368   0.360    11.2    51.6     2.7    7459   175.0     791   34.32    0.79  140.70    8.96    66.3    50.4    58.3     0.0     0.0     0.0     0.0     0.0     0.0    482.     40.     38.     33.     35.     32.     44.     43.     43.    15.0     9.3    10.6     0.0     0.0     0.0     0.0     0.0     0.0    51.9    41.1    47.7     0.0     0.0     0.0     0.0     0.0     0.0     3.4     2.4     2.9     0.0     0.0     0.0     0.0     0.0     0.0
 2016 207    54    0.48    2.57    0.11     394    7.73    97.0   1.309   0.097   6.420   0.364    25.1   114.8     6.1    7525    62.9     822   10.90    0.82   51.97    4.66    22.4    13.7    26.8     0.0     0.0     0.0     0.0     0.0     0.0    474.     53.     50.     40.     38.     34.     45.     44.     44.     4.8     2.2     4.4     0.0     0.0     0.0     0.0     0.0     0.0    18.0    11.6    22.4     0.0     0.0     0.0     0.0     0.0     0.0     1.8     0.9     1.8     0.0     0.0     0.0     0.0     0.0     0.0
 2016 208    55    0.51    2.74    0.12     402    7.74    98.1   1.310   0.098   6.427   0.366    37.3   169.6     9.1    7540     8.5    1104    1.28    1.10    7.22    1.40     0.0     0.0     8.5     0.0     0.0     0.0     0.0     0.0     0.0    674.    118.     58.     45.     40.     36.     45.     44.     44.     0.7     0.1     1.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     7.2     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.1     0.8     0.0     0.0     0.0     0.0     0.0     0.0
 2016 209    56    0.52    2.76    0.12     409    7.87    98.5   1.333   0.099   6.535   0.373     2.7    12.3     0.7    7456   130.7     438   22.43    0.44  108.28    6.80     0.0     0.0    86.0    31.6     9.9     3.2     0.0     0.0     0.0    137.     26.     27.     38.     39.     36.     45.     45.     44.     0.1     0.0    14.6     5.3     1.9     0.7     0.0     0.0     0.0     0.0     0.0    71.4    26.3     8.1     2.5     0.0     0.0     0.0     0.0     0.0     2.9     2.2     1.1     0.5     0.0     0.0     0.0
 2016 210    57    0.53    2.81    0.12     417    7.93    99.0   1.343   0.099   6.590   0.377    11.9    54.0     2.9    7674    65.3     539   10.26    0.54   55.03    4.18     0.0     0.0    45.2    15.0     3.6     1.5     0.0     0.0     0.0    190.     43.     44.     45.     42.     38.     46.     45.     45.     0.2     0.0     7.0     2.4     0.7     0.4     0.0     0.0     0.0     0.0     0.0    38.2    12.7     3.0     1.2     0.0     0.0     0.0     0.0     0.0     2.1     1.2     0.5     0.2     0.0     0.0     0.0
 2016 211    58    0.55    2.92    0.13     424    7.96    99.6   1.347   0.100   6.612   0.379    24.8   111.7     6.1    7699    24.9     593    3.48    0.59   21.38    2.00     0.0     0.0    20.0     4.5     0.4     0.0     0.0     0.0     0.0    178.     56.     56.     50.     44.     71.     46.     46.     45.     0.2     0.1     2.8     0.7     0.1     0.1     0.0     0.0     0.0     0.0     0.0    17.2     3.8     0.4     0.0     0.0     0.0     0.0     0.1     0.0     1.2     0.5     0.1     0.1     0.0     0.0     0.0
 2016 212    59    0.56    2.93    0.13     432    8.12   100.0   1.371   0.100   6.746   0.386     2.6    11.7     0.6    7580   158.3     351   24.50    0.35  133.77    6.68     0.0     0.0    74.3    63.3    20.6     0.0     0.0     0.0     0.0     75.     29.     28.     29.     39.     35.     25.     45.     45.     0.1     0.0    10.8    10.1     3.7     0.0     0.0     0.0     0.0     0.0     0.0    63.6    53.2    17.0     0.0     0.0     0.0     0.0     0.0     0.0     2.1     2.6     1.8     0.0     0.0     0.0     0.0
 2016 213    60    0.57    2.99    0.13     440    8.24   100.4   1.387   0.101   6.855   0.391    11.5    52.0     2.8    7664   125.3     450   15.60    0.45  109.66    5.50    18.8    22.5    38.4    35.0    10.6     0.0     0.0     0.0     0.0    101.     46.     45.     39.     42.     37.     49.     45.     45.     1.6     2.2     5.0     5.2     1.8     0.0     0.0     0.0     0.0    17.4    20.3    33.4    29.8     8.8     0.0     0.0     0.0     0.0     0.4     0.6     1.4     1.9     1.1     0.0     0.0     0.0     0.0
 2016 214    61    0.59    3.09    0.14     447    8.29   100.9   1.393   0.101   6.901   0.394    23.3   105.5     5.8    7579    51.5     469    6.09    0.47   45.40    3.08     6.1     5.9    17.4    17.8     4.3     0.0     0.0     0.0     0.0     94.     57.     56.     45.     44.     37.     47.     44.     44.     0.5     0.5     2.1     2.5     0.8     0.0     0.0     0.0     0.0     5.7     5.4    15.4    15.3     3.6     0.0     0.0     0.0     0.0     0.2     0.2     0.9     1.2     0.5     0.0     0.0     0.0     0.0
 2016 215    62    0.62    3.24    0.14     455    8.31   101.5   1.394   0.102   6.912   0.395    33.5   150.7     8.3    7419    13.1     591    1.62    0.59   11.45    1.34     0.0     0.0     4.9     6.8     1.3     0.0     0.0     0.0     0.0    118.    120.     62.     49.     43.     67.     46.     43.     43.     0.1     0.1     0.6     0.9     0.3     0.1     0.0     0.0     0.0     0.0     0.0     4.4     5.9     1.1     0.0     0.0     0.0     0.0     0.1     0.1     0.3     0.6     0.2     0.0     0.0     0.0     0.0
 2016 216    63    0.63    3.25    0.15     462    8.39   101.8   1.404   0.102   6.983   0.399     2.4    10.7     0.6    7219    80.9     322    9.85    0.32   71.01    3.32     0.0     0.0    48.7    23.5     8.7     0.0     0.0     0.0     0.0     25.     26.     29.     40.     41.     34.     44.     42.     42.     0.0     0.0     5.4     3.1     1.4     0.0     0.0     0.0     0.0     0.0     0.0    43.4    20.4     7.3     0.0     0.0     0.0     0.0     0.0     0.0     1.1     1.3     0.8     0.0     0.0     0.0     0.0
 2016 217    64    0.64    3.30    0.15     469    8.43   102.2   1.408   0.103   7.018   0.401    10.4    46.5     2.6    7257    38.9     371    4.24    0.37   34.69    1.93     0.0     0.0    24.8    10.9     3.2     0.0     0.0     0.0     0.0     39.     40.     44.     45.     42.     34.     43.     42.     42.     0.0     0.0     2.5     1.4     0.5     0.0     0.0     0.0     0.0     0.0     0.0    22.4     9.6     2.7     0.0     0.0     0.0     0.0     0.0     0.0     0.7     0.7     0.4     0.0     0.0     0.0     0.0
 2016 218    65    0.66    3.40    0.15     477    8.44   102.6   1.410   0.103   7.031   0.402    21.8    97.4     5.4    7298    14.8     441    1.40    0.44   13.36    0.98     0.0     0.0    11.0     3.3     0.5     0.0     0.0     0.0     0.0     47.     52.     55.     50.     44.     65.     44.     42.     42.     0.0     0.1     1.0     0.4     0.1     0.1     0.0     0.0     0.0     0.0     0.0    10.0     2.9     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.3     0.1     0.0     0.0     0.0     0.0
 2016 219    66    0.66    3.41    0.15     484    8.54   102.9   1.421   0.103   7.121   0.405     2.4    10.5     0.6    7313   101.4     312   11.38    0.31   90.02    3.46     0.0     0.0    40.0    44.7    16.7     0.0     0.0     0.0     0.0     22.     28.     29.     29.     40.     34.     45.     43.     43.     0.0     0.0     3.5     5.4     2.6     0.0     0.0     0.0     0.0     0.0     0.0    36.5    39.3    14.2     0.0     0.0     0.0     0.0     0.0     0.0     0.7     1.4     1.3     0.0     0.0     0.0     0.0
 2016 220    67    0.67    3.45    0.16     491    8.61   103.3   1.427   0.104   7.183   0.408    10.6    47.2     2.6    7544    67.7     384    5.98    0.38   61.72    2.45     5.1     8.9    20.8    24.6     8.3     0.0     0.0     0.0     0.0     36.     46.     47.     41.     44.     36.     46.     44.     44.     0.2     0.4     1.6     2.7     1.2     0.0     0.0     0.0     0.0     5.0     8.5    19.2    21.9     7.1     0.0     0.0     0.0     0.0     0.0     0.1     0.5     1.0     0.7     0.0     0.0     0.0     0.0
 2016 221    68    0.69    3.55    0.16     499    8.64   103.8   1.430   0.104   7.209   0.409    21.9    97.8     5.5    7646    28.6     436    2.44    0.44   26.12    1.45     1.6     2.1     9.4    12.4     3.0     0.0     0.0     0.0     0.0     44.     60.     61.     50.     47.     38.     46.     45.     45.     0.1     0.1     0.7     1.3     0.5     0.0     0.0     0.0     0.0     1.6     2.0     8.7    11.1     2.6     0.0     0.0     0.0     0.0     0.0     0.1     0.3     0.6     0.3     0.0     0.0     0.0     0.0
 2016 222    69    0.72    3.69    0.17     507    8.65   104.4   1.430   0.105   7.216   0.410    30.3   135.0     7.7    7750     7.4     596    0.64    0.60    6.77    0.76     0.0     0.0     2.5     4.6     0.3     0.0     0.0     0.0     0.0     78.    131.     71.     56.     49.     72.     47.     46.     46.     0.1     0.1     0.2     0.5     0.1     0.1     0.0     0.0     0.0     0.0     0.0     2.4     4.2     0.2     0.0     0.0     0.0     0.0     0.0     0.1     0.1     0.3     0.1     0.1     0.0     0.0     0.0
 2016 223    70    0.73    3.70    0.17     515    8.70   104.7   1.435   0.105   7.263   0.412     2.2    10.0     0.6    7809    51.3     360    4.31    0.36   47.03    1.77     0.0     0.0    28.4    16.7     6.2     0.0     0.0     0.0     0.0     18.     29.     36.     49.     48.     38.     48.     47.     47.     0.0     0.0     1.9     1.7     0.9     0.0     0.0     0.0     0.0     0.0     0.0    26.6    15.1     5.4     0.0     0.0     0.0     0.0     0.0     0.0     0.4     0.7     0.5     0.0     0.0     0.0     0.0
 2016 224    71    0.74    3.74    0.17     523    8.72   105.2   1.436   0.106   7.285   0.413     9.8    43.7     2.5    7978    23.4     454    1.69    0.45   21.70    1.00     0.0     0.0    14.5     7.3     1.5     0.0     0.0     0.0     0.0     28.     48.     55.     56.     51.     72.     48.     48.     47.     0.0     0.0     0.9     0.7     0.2     0.1     0.0     0.0     0.0     0.0     0.0    13.7     6.7     1.3     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.4     0.2     0.1     0.0     0.0     0.0
 2016 225    72    0.76    3.83    0.18     530    8.73   105.7   1.437   0.106   7.293   0.413    19.6    87.0     5.0    7924     8.5     519    0.51    0.52    8.00    0.58     0.0     0.0     6.5     2.0     0.0     0.0     0.0     0.0     0.0     33.     60.     66.     59.     93.     66.     48.     47.     47.     0.0     0.1     0.4     0.2     0.1     0.1     0.0     0.0     0.0     0.0     0.0     6.2     1.8     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.1     0.1     0.0     0.0     0.0     0.0
 2016 226    73    0.76    3.84    0.18     538    8.79   106.0   1.441   0.106   7.346   0.414     2.0     8.9     0.5    7800    58.1     327    4.18    0.33   53.87    1.17     0.0     0.0    25.1    32.9     0.0     0.0     0.0     0.0     0.0     15.     31.     32.     34.     41.     34.     47.     47.     46.     0.0     0.0     1.3     2.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0    23.8    30.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.3     0.8     0.0     0.0     0.0     0.0     0.0
 2016 227    74    0.77    3.87    0.18     546    8.83   106.4   1.443   0.107   7.385   0.415     8.3    36.9     2.1    7927    40.8     387    2.26    0.39   38.57    0.93     3.2     5.6    13.7    18.4     0.0     0.0     0.0     0.0     0.0     23.     48.     51.     45.     44.     35.     47.     47.     46.     0.1     0.2     0.7     1.5     0.0     0.0     0.0     0.0     0.0     3.2     5.5    13.0    16.9     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.5     0.0     0.0     0.0     0.0     0.0
 2016 228    75    0.77    3.88    0.18     554    8.87   106.8   1.446   0.107   7.429   0.416     1.8     8.0     0.5    7851    46.6     341    2.33    0.34   44.30    0.89     5.7     9.6    12.3    19.0     0.0     0.0     0.0     0.0     0.0     14.     35.     53.     44.     42.     35.     26.     46.     46.     0.1     0.3     0.6     1.5     0.0     0.0     0.0     0.0     0.0     5.6     9.4    11.8    17.6     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.2     0.5     0.0     0.0     0.0     0.0     0.0
 2016 229    76    0.78    3.92    0.18     562    8.90   107.2   1.447   0.108   7.452   0.417     8.3    37.1     2.1    8004    23.5     425    1.08    0.43   22.43    1.32     3.2     4.5     5.9     9.9     0.0     0.0     0.0     0.0     0.0     23.     52.     67.     54.     46.     38.     51.     47.     47.     0.1     0.1     0.3     0.8     0.0     0.0     0.1     0.0     0.0     3.2     4.4     5.6     9.2     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.2     0.4     0.1     0.1     0.1     0.1     0.1
 2016 230    77    0.78    3.92    0.18     569    9.00   107.4   1.455   0.108   7.550   0.421     1.0     4.6     0.3    7409   106.5     271    8.20    0.27   98.26    3.18     5.1    10.2    20.7    37.2    22.0    11.4     0.0     0.0     0.0     11.     25.     27.     24.     36.     34.     26.     44.     44.     0.1     0.2     0.9     2.8     2.6     1.9     0.0     0.0     0.0     5.0    10.0    19.8    34.4    19.5     9.5     0.0     0.0     0.0     0.0     0.0     0.2     0.6     1.0     1.1     0.1     0.1     0.1
 2016 231    78    0.78    3.94    0.18     577    9.21   107.7   1.478   0.108   7.729   0.425     3.3    14.7     0.8    7533   202.6     207   23.19    0.21  179.37    4.80     2.9     6.6    15.0    30.1    54.9    93.0     0.0     0.0     0.0     18.     35.     35.     27.     19.     15.     11.     21.     24.     0.0     0.1     0.5     1.9     5.7    15.0     0.0     0.0     0.0     2.9     6.5    14.5    28.3    49.2    78.0     0.0     0.0     0.0     0.0     0.0     0.1     0.4     1.2     3.0     0.0     0.0     0.0
 2016 232    79    0.79    4.00    0.19     585    9.32   108.0   1.490   0.108   7.834   0.429    13.2    59.2     3.4    8149   117.2     331   12.40    0.33  104.79    3.65     1.4     2.7     7.5    16.6    32.6    56.3     0.0     0.0     0.0     34.     57.     59.     46.     33.     26.     20.     26.     29.     0.0     0.1     0.3     1.0     3.1     8.2     0.0     0.0     0.0     1.4     2.7     7.3    15.7    29.5    48.2     0.0     0.0     0.0     0.0     0.0     0.1     0.3     0.9     2.2     0.0     0.0     0.0
 2016 233    80    0.82    4.11    0.19     593    9.39   108.4   1.497   0.109   7.893   0.432    25.2   113.2     6.6    8274    66.4     448    6.99    0.45   59.37    2.91     0.3     0.1     3.1     8.7    19.4    34.8     0.0     0.0     0.0     46.     73.     75.     60.     44.     35.     28.     31.     57.     0.0     0.1     0.2     0.5     1.8     4.8     0.0     0.0     0.1     0.3     0.1     3.0     8.2    17.7    30.1     0.0     0.0     0.0     0.0     0.1     0.1     0.2     0.7     1.7     0.0     0.0     0.1
